segment,lon,lat
61,105.857,-4.306
61,105.818,-5.852
61,104.71,-5.873
61,103.868,-5.037
61,102.584,-4.22
61,102.156,-3.614
61,101.399,-2.8
61,100.903,-2.05
61,100.142,-0.65
61,99.264,0.183
61,98.97,1.043
61,98.601,1.824
61,97.7,2.453
61,97.177,3.309
61,96.424,3.869
61,95.381,4.971
61,95.293,5.48
61,95.937,5.44
61,97.485,5.246
61,98.369,4.268
61,99.143,3.59
61,99.694,3.174
61,100.641,2.099
61,101.658,2.084
61,102.498,1.399
61,103.077,0.561
61,103.838,0.105
61,103.438,-0.712
61,104.011,-1.059
61,104.37,-1.085
,,
62,120.834,12.704
62,120.323,13.466
62,121.18,13.43
62,121.527,13.07
62,121.262,12.206
62,120.834,12.704
,,
63,122.586,9.981
63,122.837,10.261
63,122.947,10.882
63,123.499,10.941
63,123.338,10.267
63,124.078,11.233
63,123.982,10.279
63,123.623,9.95
63,123.31,9.318
63,122.996,9.022
63,122.38,9.713
63,122.586,9.981
,,
64,126.377,8.415
64,126.479,7.75
64,126.537,7.189
64,126.197,6.274
64,125.831,7.294
64,125.364,6.786
64,125.683,6.05
64,125.397,5.581
64,124.22,6.161
64,123.939,6.885
64,124.244,7.361
64,123.61,7.834
64,123.296,7.419
64,122.826,7.457
64,122.085,6.899
64,121.92,7.192
64,122.312,8.035
64,122.942,8.316
64,123.488,8.693
64,123.841,8.24
64,124.601,8.514
64,124.765,8.96
64,125.471,8.987
64,125.412,9.76
64,126.223,9.286
64,126.307,8.782
64,126.377,8.415
,,
65,109.475,18.198
65,108.655,18.508
65,108.626,19.368
65,109.119,19.821
65,110.212,20.101
65,110.787,20.078
65,111.01,19.696
65,110.571,19.256
65,110.339,18.678
65,109.475,18.198
,,
66,121.778,24.394
66,121.176,22.791
66,120.747,21.971
66,120.22,22.815
66,120.106,23.556
66,120.695,24.538
66,121.495,25.295
66,121.951,24.998
66,121.778,24.394
,,
67,141.885,39.181
67,140.959,38.174
67,140.976,37.142
67,140.6,36.344
67,140.774,35.843
67,140.253,35.138
67,138.976,34.668
67,137.218,34.606
67,135.793,33.465
67,135.121,33.849
67,135.079,34.597
67,133.34,34.376
67,132.157,33.905
67,130.986,33.886
67,132.0,33.15
67,131.333,31.45
67,130.686,31.03
67,130.202,31.418
67,130.448,32.319
67,129.815,32.61
67,129.408,33.296
67,130.354,33.604
67,130.878,34.233
67,131.884,34.75
67,132.618,35.433
67,134.608,35.732
67,135.678,35.527
67,136.724,37.305
67,137.391,36.827
67,138.858,37.827
67,139.426,38.216
67,140.055,39.439
67,139.883,40.563
67,140.306,41.195
67,141.369,41.379
67,141.914,39.992
67,141.885,39.181
,,
68,144.613,43.961
68,145.321,44.385
68,145.543,43.262
68,144.06,42.988
68,143.184,41.995
68,141.611,42.679
68,141.067,41.585
68,139.955,41.57
68,139.818,42.564
68,140.312,43.333
68,141.381,43.389
68,141.672,44.772
68,141.968,45.551
68,143.143,44.51
68,143.91,44.174
68,144.613,43.961
,,
69,8.71,40.9
69,9.21,41.21
69,9.81,40.5
69,9.67,39.177
69,9.215,39.24
69,8.807,38.907
69,8.428,39.172
69,8.388,40.378
69,8.16,40.95
69,8.71,40.9
,,
70,8.746,42.628
70,9.39,43.01
70,9.56,42.153
70,9.23,41.38
70,8.776,41.584
70,8.544,42.257
70,8.746,42.628
,,
71,12.371,56.111
71,12.69,55.61
71,12.09,54.8
71,11.044,55.365
71,10.904,55.78
71,12.371,56.111
,,
72,-4.211,58.551
72,-3.005,58.635
72,-4.074,57.553
72,-3.055,57.69
72,-1.959,57.685
72,-2.22,56.87
72,-3.119,55.974
72,-2.085,55.91
72,-1.115,54.625
72,-0.43,54.464
72,0.185,53.325
72,0.47,52.93
72,1.682,52.74
72,1.56,52.1
72,1.051,51.807
72,1.45,51.289
72,0.55,50.766
72,-0.788,50.775
72,-2.49,50.5
72,-2.956,50.697
72,-3.617,50.228
72,-4.543,50.342
72,-5.245,49.96
72,-5.777,50.16
72,-4.31,51.21
72,-3.415,51.426
72,-4.984,51.593
72,-5.267,51.991
72,-4.222,52.301
72,-4.77,52.84
72,-4.58,53.495
72,-3.092,53.404
72,-2.945,53.985
72,-3.63,54.615
72,-4.844,54.791
72,-5.083,55.062
72,-4.719,55.508
72,-5.048,55.784
72,-5.586,55.311
72,-5.645,56.275
72,-6.15,56.785
72,-5.787,57.819
72,-5.01,58.63
72,-4.211,58.551
,,
73,-14.509,66.456
73,-14.74,65.809
73,-13.61,65.127
73,-14.91,64.364
73,-17.794,63.679
73,-18.656,63.496
73,-19.973,63.644
73,-22.763,63.96
73,-21.778,64.402
73,-23.955,64.891
73,-22.184,65.085
73,-22.227,65.379
73,-24.326,65.611
73,-23.651,66.263
73,-22.135,66.41
73,-20.576,65.732
73,-19.057,66.277
73,-17.799,65.994
73,-16.168,66.527
73,-14.509,66.456
,,
74,142.915,53.705
74,143.261,52.741
74,143.235,51.757
74,143.648,50.748
74,144.654,48.976
74,143.174,49.307
74,142.559,47.862
74,143.533,46.837
74,143.505,46.138
74,142.748,46.741
74,142.092,45.967
74,141.907,46.806
74,142.018,47.78
74,141.904,48.859
74,142.136,49.615
74,142.18,50.952
74,141.594,51.935
74,141.683,53.302
74,142.607,53.762
74,142.21,54.225
74,142.655,54.366
74,142.915,53.705
,,
75,118.505,9.316
75,117.174,8.367
75,117.664,9.067
75,118.387,9.684
75,118.987,10.376
75,119.511,11.37
75,119.69,10.554
75,119.029,10.004
75,118.505,9.316
,,
76,122.337,18.225
76,122.174,17.81
76,122.516,17.094
76,122.252,16.262
76,121.663,15.931
76,121.505,15.125
76,121.729,14.328
76,122.259,14.218
76,122.701,14.337
76,123.95,13.782
76,123.855,13.238
76,124.181,12.998
76,124.077,12.537
76,123.298,13.028
76,122.929,13.553
76,122.671,13.186
76,122.035,13.784
76,121.126,13.637
76,120.629,13.858
76,120.679,14.271
76,120.992,14.525
76,120.693,14.757
76,120.564,14.396
76,120.07,14.971
76,119.921,15.406
76,119.884,16.364
76,120.286,16.035
76,120.39,17.599
76,120.716,18.505
76,121.321,18.504
76,121.938,18.219
76,122.246,18.479
76,122.337,18.225
,,
77,122.038,11.416
77,121.884,11.892
77,122.484,11.582
77,123.12,11.584
77,123.101,11.166
77,122.638,10.741
77,122.003,10.441
77,121.967,10.906
77,122.038,11.416
,,
78,125.503,12.163
78,125.783,11.046
78,125.012,11.311
78,125.033,10.976
78,125.277,10.359
78,124.802,10.135
78,124.76,10.838
78,124.459,10.89
78,124.303,11.495
78,124.891,11.416
78,124.878,11.794
78,124.267,12.558
78,125.227,12.536
78,125.503,12.163
,,
79,-77.353,8.671
79,-76.837,8.639
79,-76.086,9.337
79,-75.675,9.443
79,-75.665,9.774
79,-75.48,10.619
79,-74.907,11.083
79,-74.277,11.102
79,-74.197,11.31
79,-73.415,11.227
79,-72.628,11.732
79,-72.238,11.956
79,-71.754,12.437
79,-71.4,12.376
79,-71.137,12.113
79,-71.332,11.776
79,-71.36,11.54
79,-71.947,11.423
79,-71.621,10.969
79,-71.633,10.446
79,-72.074,9.866
79,-71.696,9.072
79,-71.265,9.137
79,-71.04,9.86
79,-71.35,10.212
79,-71.401,10.969
79,-70.155,11.375
79,-70.294,11.847
79,-69.943,12.162
79,-69.584,11.46
79,-68.883,11.443
79,-68.233,10.886
79,-68.194,10.555
79,-67.296,10.546
79,-66.228,10.649
79,-65.655,10.201
79,-64.89,10.077
79,-64.329,10.39
79,-64.318,10.641
79,-63.079,10.702
79,-61.881,10.716
79,-62.73,10.42
79,-62.389,9.948
79,-61.589,9.873
79,-60.831,9.381
79,-60.671,8.58
79,-60.15,8.603
79,-59.758,8.367
79,-59.102,7.999
79,-58.483,7.348
79,-58.455,6.833
79,-58.078,6.809
79,-57.542,6.321
79,-57.147,5.973
79,-55.949,5.773
79,-55.842,5.953
79,-55.033,6.025
79,-53.958,5.757
79,-53.618,5.647
79,-52.882,5.41
79,-51.823,4.566
79,-51.658,4.156
79,-51.3,4.12
79,-51.07,3.65
79,-50.509,1.902
79,-49.974,1.736
79,-49.947,1.046
79,-50.699,0.223
79,-50.388,-0.078
79,-48.621,-0.235
79,-48.584,-1.238
79,-47.825,-0.582
79,-46.567,-0.941
79,-44.906,-1.552
79,-44.418,-2.138
79,-44.582,-2.691
79,-43.419,-2.383
79,-41.473,-2.912
79,-39.979,-2.873
79,-38.5,-3.701
79,-37.223,-4.821
79,-36.453,-5.109
79,-35.598,-5.15
79,-35.235,-5.465
79,-34.896,-6.738
79,-34.73,-7.343
79,-35.128,-8.996
79,-35.637,-9.649
79,-37.047,-11.041
79,-37.684,-12.171
79,-38.424,-13.038
79,-38.674,-13.058
79,-38.953,-13.793
79,-38.882,-15.667
79,-39.161,-17.208
79,-39.267,-17.868
79,-39.584,-18.262
79,-39.761,-19.599
79,-40.775,-20.905
79,-40.945,-21.937
79,-41.754,-22.371
79,-41.988,-22.97
79,-43.075,-22.968
79,-44.648,-23.352
79,-45.352,-23.797
79,-46.472,-24.089
79,-47.649,-24.885
79,-48.495,-25.877
79,-48.641,-26.624
79,-48.475,-27.176
79,-48.662,-28.186
79,-48.888,-28.674
79,-49.587,-29.224
79,-50.697,-30.984
79,-51.576,-31.778
79,-52.256,-32.245
79,-52.712,-33.197
79,-53.374,-33.768
79,-53.806,-34.397
79,-54.936,-34.953
79,-55.674,-34.753
79,-56.215,-34.86
79,-57.14,-34.43
79,-57.818,-34.463
79,-58.427,-33.909
79,-58.495,-34.431
79,-57.226,-35.288
79,-57.362,-35.977
79,-56.737,-36.413
79,-56.788,-36.902
79,-57.749,-38.184
79,-59.232,-38.72
79,-61.237,-38.928
79,-62.336,-38.828
79,-62.126,-39.424
79,-62.331,-40.173
79,-62.146,-40.677
79,-62.746,-41.029
79,-63.77,-41.167
79,-64.732,-40.803
79,-65.118,-41.064
79,-64.979,-42.058
79,-64.303,-42.359
79,-63.756,-42.044
79,-63.458,-42.563
79,-64.379,-42.874
79,-65.182,-43.495
79,-65.329,-44.501
79,-65.565,-45.037
79,-66.51,-45.04
79,-67.294,-45.552
79,-67.581,-46.302
79,-66.597,-47.034
79,-65.641,-47.236
79,-65.985,-48.133
79,-67.166,-48.697
79,-67.816,-49.87
79,-68.729,-50.264
79,-69.139,-50.733
79,-68.816,-51.771
79,-68.15,-52.35
79,-68.572,-52.299
79,-69.461,-52.292
79,-69.943,-52.538
79,-70.845,-52.899
79,-71.006,-53.833
79,-71.43,-53.856
79,-72.558,-53.531
79,-73.703,-52.835
79,-74.947,-52.263
,,
80,-77.882,7.224
80,-77.477,6.691
80,-77.319,5.845
80,-77.533,5.583
80,-77.308,4.668
80,-77.496,4.088
80,-77.128,3.85
80,-77.51,3.325
80,-77.932,2.697
80,-78.428,2.63
80,-78.662,2.267
80,-78.618,1.766
80,-78.991,1.691
80,-78.855,1.381
80,-79.543,0.983
80,-80.091,0.768
80,-80.021,0.36
80,-80.399,-0.284
80,-80.583,-0.907
80,-80.934,-1.057
80,-80.765,-1.965
80,-80.968,-2.247
80,-80.369,-2.685
80,-79.987,-2.221
80,-79.77,-2.658
80,-80.303,-3.405
80,-81.1,-4.036
80,-81.411,-4.737
80,-80.926,-5.691
80,-81.25,-6.137
80,-80.537,-6.542
80,-79.761,-7.194
80,-79.446,-7.931
80,-79.037,-8.387
80,-78.092,-10.378
80,-77.106,-12.223
80,-76.259,-13.535
80,-76.423,-13.823
80,-76.009,-14.649
80,-75.238,-15.266
80,-73.445,-16.359
80,-71.462,-17.363
80,-71.375,-17.774
80,-70.373,-18.348
80,-70.164,-19.756
80,-70.091,-21.393
80,-70.404,-23.629
80,-70.725,-25.706
80,-70.905,-27.64
80,-71.49,-28.861
80,-71.37,-30.096
80,-71.669,-30.921
80,-71.438,-32.419
80,-71.862,-33.909
80,-72.553,-35.509
80,-73.167,-37.124
80,-73.588,-37.156
80,-73.506,-38.283
80,-73.218,-39.259
80,-73.677,-39.942
80,-74.018,-41.795
80,-74.332,-43.225
80,-73.701,-43.366
80,-73.389,-42.118
80,-72.718,-42.383
80,-73.24,-44.455
80,-74.352,-44.103
80,-74.692,-45.764
80,-75.644,-46.648
80,-74.127,-46.939
80,-75.183,-47.712
80,-75.608,-48.674
80,-75.48,-50.378
80,-74.977,-51.043
80,-75.26,-51.629
80,-74.947,-52.263
,,
81,-74.663,-52.837
81,-73.838,-53.047
81,-72.434,-53.715
81,-71.108,-54.074
81,-70.592,-53.616
81,-70.267,-52.931
81,-69.346,-52.518
81,-68.634,-52.636
81,-68.25,-53.1
81,-67.75,-53.85
81,-66.45,-54.45
81,-65.05,-54.7
81,-65.5,-55.2
81,-66.45,-55.25
81,-66.96,-54.897
81,-67.291,-55.301
81,-68.149,-55.612
81,-68.64,-55.58
81,-69.232,-55.499
81,-69.958,-55.198
81,-71.006,-55.054
81,-72.264,-54.495
81,-73.285,-53.958
81,-74.663,-52.837
,,
82,44.847,80.59
82,46.799,80.772
82,48.318,80.784
82,48.523,80.515
82,49.097,80.754
82,50.04,80.919
82,51.523,80.7
82,51.136,80.547
82,49.794,80.415
82,48.894,80.34
82,48.755,80.175
82,47.586,80.01
82,46.503,80.247
82,47.072,80.559
82,44.847,80.59
,,
83,53.508,73.75
83,55.902,74.627
83,55.632,75.081
83,57.869,75.609
83,61.17,76.252
83,64.498,76.439
83,66.211,76.81
83,68.157,76.94
83,68.852,76.545
83,68.181,76.234
83,64.637,75.738
83,61.584,75.261
83,58.477,74.309
83,56.987,73.333
83,55.419,72.371
83,55.623,71.541
83,57.536,70.72
83,56.945,70.633
83,53.677,70.763
83,53.412,71.207
83,51.602,71.475
83,51.456,72.015
83,52.478,72.229
83,52.444,72.775
83,54.428,73.628
83,53.508,73.75
,,
84,27.408,80.056
84,25.925,79.518
84,23.024,79.4
84,20.075,79.567
84,19.897,79.842
84,18.462,79.86
84,17.368,80.319
84,20.456,80.598
84,21.908,80.358
84,22.919,80.657
84,25.448,80.407
84,27.408,80.056
,,
85,24.724,77.854
85,22.49,77.445
85,20.726,77.677
85,21.416,77.935
85,20.812,78.255
85,22.884,78.455
85,23.281,78.08
85,24.724,77.854
,,
86,15.143,79.674
86,15.523,80.016
86,16.991,80.051
86,18.252,79.702
86,21.544,78.956
86,19.027,78.563
86,18.472,77.827
86,17.594,77.638
86,17.118,76.809
86,15.913,76.77
86,13.763,77.38
86,14.67,77.736
86,13.171,78.025
86,11.222,78.869
86,10.445,79.652
86,13.171,80.01
86,13.719,79.66
86,15.143,79.674
,,
87,-77.882,7.224
87,-78.215,7.512
87,-78.429,8.052
87,-78.182,8.319
87,-78.435,8.388
87,-78.622,8.718
87,-79.12,8.996
87,-79.558,8.932
87,-79.761,8.585
87,-80.164,8.333
87,-80.383,8.298
87,-80.481,8.09
87,-80.004,7.548
87,-80.277,7.42
87,-80.421,7.272
87,-80.886,7.221
87,-81.06,7.818
87,-81.19,7.648
87,-81.52,7.707
87,-81.721,8.109
87,-82.131,8.175
87,-82.391,8.292
87,-82.605,8.292
87,-82.82,8.291
87,-82.851,8.074
87,-82.966,8.225
87,-83.508,8.447
87,-83.711,8.657
87,-83.596,8.83
87,-83.633,9.051
87,-83.91,9.291
87,-84.303,9.487
87,-84.648,9.616
87,-84.713,9.908
87,-84.976,10.087
87,-84.911,9.796
87,-85.111,9.557
87,-85.339,9.835
87,-85.661,9.933
87,-85.797,10.135
87,-85.792,10.439
87,-85.659,10.754
87,-85.801,10.825
87,-85.942,10.895
87,-85.713,11.088
87,-86.058,11.403
87,-86.526,11.807
87,-86.746,12.144
87,-87.168,12.458
87,-87.668,12.91
87,-87.557,13.065
87,-87.392,12.914
87,-87.317,12.985
87,-87.489,13.298
87,-87.641,13.341
87,-87.793,13.384
87,-87.904,13.149
87,-88.483,13.164
87,-88.843,13.26
87,-89.257,13.459
87,-89.812,13.521
87,-90.096,13.735
87,-90.609,13.91
87,-91.232,13.928
87,-91.69,14.126
87,-92.228,14.539
87,-93.359,15.615
87,-93.875,15.94
87,-94.692,16.201
87,-95.25,16.128
87,-96.053,15.752
87,-96.557,15.654
87,-97.264,15.917
87,-98.013,16.107
87,-98.948,16.566
87,-99.697,16.706
87,-100.829,17.171
87,-101.666,17.649
87,-101.919,17.916
87,-102.478,17.976
87,-103.501,18.292
87,-103.918,18.749
87,-104.992,19.316
87,-105.493,19.947
87,-105.731,20.434
87,-105.398,20.532
87,-105.501,20.817
87,-105.271,21.076
87,-105.266,21.422
87,-105.603,21.871
87,-105.693,22.269
87,-106.029,22.774
87,-106.91,23.768
87,-107.915,24.549
87,-108.402,25.172
87,-109.26,25.581
87,-109.444,25.825
87,-109.292,26.443
87,-109.801,26.676
87,-110.392,27.162
87,-110.641,27.86
87,-111.179,27.941
87,-111.76,28.468
87,-112.228,28.954
87,-112.272,29.267
87,-112.81,30.021
87,-113.164,30.787
87,-113.149,31.171
87,-113.872,31.568
87,-114.206,31.524
87,-114.776,31.8
87,-114.937,31.393
87,-114.771,30.914
87,-114.674,30.163
87,-114.331,29.75
87,-113.589,29.062
87,-113.424,28.826
87,-113.272,28.755
87,-113.14,28.411
87,-112.962,28.425
87,-112.762,27.78
87,-112.458,27.526
87,-112.245,27.172
87,-111.616,26.663
87,-111.285,25.733
87,-110.988,25.295
87,-110.71,24.826
87,-110.655,24.299
87,-110.173,24.266
87,-109.772,23.811
87,-109.409,23.365
87,-109.433,23.186
87,-109.854,22.818
87,-110.031,22.823
87,-110.295,23.431
87,-110.95,24.001
87,-111.671,24.484
87,-112.182,24.738
87,-112.149,25.47
87,-112.301,26.012
87,-112.777,26.322
87,-113.465,26.768
87,-113.597,26.639
87,-113.849,26.9
87,-114.466,27.142
87,-115.055,27.723
87,-114.982,27.798
87,-114.57,27.741
87,-114.199,28.115
87,-114.162,28.566
87,-114.932,29.279
87,-115.519,29.556
87,-115.887,30.181
87,-116.258,30.836
87,-116.722,31.636
87,-117.128,32.535
87,-117.296,33.046
87,-117.944,33.621
87,-118.411,33.741
87,-118.52,34.028
87,-119.081,34.078
87,-119.439,34.348
87,-120.368,34.447
87,-120.623,34.609
87,-120.744,35.157
87,-121.715,36.162
87,-122.547,37.552
87,-122.512,37.783
87,-122.953,38.114
87,-123.727,38.952
87,-123.865,39.767
87,-124.398,40.313
87,-124.179,41.142
87,-124.214,42.0
87,-124.533,42.766
87,-124.142,43.708
87,-124.021,44.616
87,-123.899,45.523
87,-124.08,46.865
87,-124.396,47.72
87,-124.687,48.184
87,-124.566,48.38
87,-123.12,48.04
87,-122.587,47.096
87,-122.34,47.36
87,-122.5,48.18
87,-122.84,49
87,-122.974,49.003
87,-124.91,49.985
87,-125.625,50.417
87,-127.436,50.831
87,-127.993,51.716
87,-127.85,52.33
87,-129.13,52.755
87,-129.305,53.562
87,-130.515,54.288
87,-130.536,54.803
87,-131.086,55.179
87,-131.967,55.498
87,-132.25,56.37
87,-133.539,57.179
87,-134.078,58.123
87,-135.038,58.188
87,-136.628,58.212
87,-137.8,58.5
87,-139.868,59.538
87,-140.825,59.728
87,-142.574,60.084
87,-143.959,59.999
87,-145.926,60.459
87,-147.114,60.885
87,-148.224,60.673
87,-148.018,59.978
87,-148.571,59.914
87,-149.728,59.706
87,-150.608,59.368
87,-151.716,59.156
87,-151.859,59.745
87,-151.41,60.726
87,-150.347,61.034
87,-150.621,61.284
87,-151.896,60.727
87,-152.578,60.062
87,-154.019,59.35
87,-153.288,58.865
87,-154.232,58.146
87,-155.307,57.728
87,-156.308,57.423
87,-156.556,56.98
87,-158.117,56.464
87,-158.433,55.994
87,-159.603,55.567
87,-160.29,55.644
87,-161.223,55.365
87,-162.238,55.024
87,-163.069,54.69
87,-164.786,54.404
87,-164.942,54.572
87,-163.848,55.039
87,-162.87,55.348
87,-161.804,55.895
87,-160.564,56.008
87,-160.071,56.418
87,-158.684,57.017
87,-158.461,57.217
87,-157.723,57.57
87,-157.55,58.328
87,-157.042,58.919
87,-158.195,58.616
87,-158.517,58.788
87,-159.059,58.424
87,-159.712,58.931
87,-159.981,58.573
87,-160.355,59.071
87,-161.355,58.671
87,-161.969,58.672
87,-162.055,59.267
87,-161.874,59.634
87,-162.518,59.99
87,-163.818,59.798
87,-164.662,60.267
87,-165.346,60.507
87,-165.351,61.074
87,-166.121,61.5
87,-165.734,62.075
87,-164.919,62.633
87,-164.563,63.146
87,-163.753,63.219
87,-163.067,63.059
87,-162.261,63.542
87,-161.534,63.456
87,-160.773,63.766
87,-160.958,64.223
87,-161.518,64.403
87,-160.778,64.789
87,-161.392,64.777
87,-162.453,64.559
87,-162.758,64.339
87,-163.546,64.559
87,-164.961,64.447
87,-166.425,64.687
87,-166.845,65.089
87,-168.111,65.67
87,-166.705,66.088
87,-164.475,66.577
87,-163.653,66.577
87,-163.789,66.077
87,-161.678,66.116
87,-162.49,66.736
87,-163.72,67.116
87,-164.431,67.616
87,-165.39,68.043
87,-166.764,68.359
87,-166.205,68.883
87,-164.431,68.916
87,-163.169,69.371
87,-162.931,69.858
87,-161.909,70.333
87,-160.935,70.448
87,-159.039,70.892
87,-158.12,70.825
87,-156.581,71.358
87,-155.068,71.148
87,-154.344,70.696
87,-153.9,70.89
87,-152.21,70.83
87,-152.27,70.6
87,-150.74,70.43
87,-149.72,70.53
87,-147.613,70.214
87,-145.69,70.12
87,-144.92,69.99
87,-143.589,70.153
87,-142.073,69.852
87,-140.986,69.712
87,-139.121,69.471
87,-137.546,68.99
87,-136.504,68.898
87,-135.626,69.315
87,-134.415,69.627
87,-132.929,69.505
87,-131.431,69.945
87,-129.795,70.194
87,-129.108,69.779
87,-128.362,70.013
87,-128.138,70.484
87,-127.447,70.377
87,-125.756,69.481
87,-124.425,70.158
87,-124.29,69.4
87,-123.061,69.564
87,-122.683,69.856
87,-121.472,69.798
87,-119.943,69.378
87,-117.603,69.011
87,-116.226,68.841
87,-115.247,68.906
87,-113.898,68.399
87,-115.305,67.903
87,-113.497,67.688
87,-110.798,67.806
87,-109.946,67.981
87,-108.88,67.381
87,-107.792,67.887
87,-108.813,68.312
87,-108.167,68.654
87,-106.95,68.7
87,-106.15,68.8
87,-105.343,68.561
87,-104.338,68.018
87,-103.221,68.098
87,-101.454,67.647
87,-99.902,67.806
87,-98.443,67.782
87,-98.559,68.404
87,-97.669,68.579
87,-96.12,68.239
87,-96.126,67.293
87,-95.489,68.091
87,-94.685,68.064
87,-94.233,69.069
87,-95.304,69.686
87,-96.471,70.09
87,-96.391,71.195
87,-95.209,71.921
87,-93.89,71.76
87,-92.878,71.319
87,-91.52,70.191
87,-92.407,69.7
87,-90.547,69.498
87,-90.551,68.475
87,-89.215,69.259
87,-88.02,68.615
87,-88.317,67.873
87,-87.35,67.199
87,-86.306,67.921
87,-85.577,68.785
87,-85.522,69.882
87,-84.101,69.805
87,-82.623,69.658
87,-81.28,69.162
87,-81.22,68.666
87,-81.964,68.133
87,-81.259,67.597
87,-81.387,67.111
87,-83.345,66.412
87,-84.735,66.257
87,-85.769,66.558
87,-86.068,66.056
87,-87.031,65.213
87,-87.323,64.776
87,-88.483,64.099
87,-89.914,64.033
87,-90.704,63.61
87,-90.77,62.96
87,-91.933,62.835
87,-93.157,62.025
87,-94.242,60.899
87,-94.629,60.11
87,-94.685,58.949
87,-93.215,58.782
87,-92.765,57.846
87,-92.297,57.087
87,-90.898,57.285
87,-89.04,56.852
87,-88.04,56.472
87,-87.324,55.999
87,-86.071,55.724
87,-85.012,55.303
87,-83.361,55.245
87,-82.273,55.148
87,-82.436,54.282
87,-82.125,53.277
87,-81.401,52.158
87,-79.913,51.208
87,-79.143,51.534
87,-78.602,52.562
87,-79.124,54.141
87,-79.83,54.668
87,-78.229,55.136
87,-77.096,55.837
87,-76.541,56.534
87,-76.623,57.203
87,-77.302,58.052
87,-78.517,58.805
87,-77.337,59.853
87,-77.773,60.758
87,-78.107,62.32
87,-77.411,62.551
87,-75.696,62.278
87,-74.668,62.181
87,-73.84,62.444
87,-72.909,62.105
87,-71.677,61.525
87,-71.374,61.137
87,-69.59,61.061
87,-69.62,60.221
87,-69.288,58.957
87,-68.375,58.801
87,-67.65,58.212
87,-66.202,58.767
87,-65.245,59.871
87,-64.584,60.336
87,-63.805,59.443
87,-62.502,58.167
87,-61.397,56.967
87,-61.799,56.339
87,-60.469,55.775
87,-59.57,55.204
87,-57.975,54.945
87,-57.333,54.626
87,-56.937,53.78
87,-56.158,53.647
87,-55.756,53.27
87,-55.683,52.147
87,-56.409,51.771
87,-57.127,51.42
87,-58.775,51.064
87,-60.033,50.243
87,-61.724,50.08
87,-63.863,50.291
87,-65.363,50.298
87,-66.399,50.229
87,-67.236,49.512
87,-68.511,49.068
87,-69.954,47.745
87,-71.105,46.822
87,-70.255,46.986
87,-68.65,48.3
87,-66.552,49.133
87,-65.056,49.233
87,-64.171,48.743
87,-65.115,48.071
87,-64.799,46.993
87,-64.472,46.238
87,-63.173,45.739
87,-61.521,45.884
87,-60.518,47.008
87,-60.449,46.283
87,-59.803,45.92
87,-61.04,45.265
87,-63.255,44.67
87,-64.247,44.266
87,-65.364,43.545
87,-66.123,43.619
87,-66.162,44.465
87,-64.425,45.292
87,-66.026,45.259
87,-67.137,45.138
87,-66.965,44.81
87,-68.033,44.325
87,-69.06,43.98
87,-70.116,43.684
87,-70.645,43.09
87,-70.815,42.865
87,-70.825,42.335
87,-70.495,41.805
87,-70.08,41.78
87,-70.185,42.145
87,-69.885,41.923
87,-69.965,41.637
87,-70.64,41.475
87,-71.12,41.494
87,-71.854,41.32
87,-72.295,41.27
87,-72.876,41.221
87,-73.71,40.931
87,-72.241,41.119
87,-71.945,40.93
87,-73.345,40.63
87,-73.982,40.628
87,-73.952,40.751
87,-74.257,40.473
87,-73.962,40.428
87,-74.178,39.709
87,-74.906,38.94
87,-74.98,39.196
87,-75.2,39.248
87,-75.528,39.498
87,-75.32,38.96
87,-75.072,38.782
87,-75.057,38.404
87,-75.377,38.016
87,-75.94,37.217
87,-76.031,37.257
87,-75.722,37.937
87,-76.233,38.319
87,-76.35,39.15
87,-76.543,38.718
87,-76.329,38.083
87,-76.99,38.24
87,-76.302,37.918
87,-76.259,36.966
87,-75.972,36.897
87,-75.868,36.551
87,-75.727,35.551
87,-76.363,34.809
87,-77.398,34.512
87,-78.055,33.925
87,-78.554,33.861
87,-79.061,33.494
87,-79.204,33.158
87,-80.301,32.509
87,-80.865,32.033
87,-81.336,31.44
87,-81.49,30.73
87,-81.314,30.036
87,-80.98,29.18
87,-80.536,28.472
87,-80.53,28.04
87,-80.057,26.88
87,-80.088,26.206
87,-80.132,25.817
87,-80.381,25.206
87,-80.68,25.08
87,-81.172,25.201
87,-81.33,25.64
87,-81.71,25.87
87,-82.24,26.73
87,-82.705,27.495
87,-82.855,27.886
87,-82.65,28.55
87,-82.93,29.1
87,-83.71,29.937
87,-84.1,30.09
87,-85.109,29.636
87,-85.288,29.686
87,-85.773,30.153
87,-86.4,30.4
87,-87.53,30.274
87,-88.418,30.385
87,-89.18,30.316
87,-89.594,30.16
87,-89.414,29.894
87,-89.43,29.489
87,-89.218,29.291
87,-89.408,29.16
87,-89.779,29.307
87,-90.155,29.117
87,-90.88,29.149
87,-91.627,29.677
87,-92.499,29.552
87,-93.226,29.784
87,-93.848,29.714
87,-94.69,29.48
87,-95.6,28.739
87,-96.594,28.307
87,-97.14,27.83
87,-97.37,27.38
87,-97.38,26.69
87,-97.33,26.21
87,-97.14,25.87
87,-97.528,24.992
87,-97.703,24.272
87,-97.776,22.933
87,-97.872,22.444
87,-97.699,21.899
87,-97.389,21.411
87,-97.189,20.635
87,-96.526,19.891
87,-96.292,19.32
87,-95.901,18.828
87,-94.839,18.563
87,-94.426,18.144
87,-93.549,18.424
87,-92.786,18.525
87,-92.037,18.705
87,-91.408,18.876
